platform,source,target,relation,content_url,content_text_cleaned,timestamp,scraped_at,primary_location,secondary_location,sentiment,sentiment_confidence,emotion,emotion_confidence,province
tiktok,nmtreal96,mancing,mentions_sport/hobby,https://www.tiktok.com/@nmtreal96/video/7528597235727142151,hujanturun suarahujan suasanahujan ketenanganalam nuansadesa damaidipedesaan hujandanalam healingdenganalam menenangkanhati alamindonesia mancing,2025-07-19T01:22:29+00:00,2025-09-19 04:29:32.854629+00:00,Puncak bogor,"Ciloto, Cipanas, Cianjur Regency, West Java, Indonesia",Positive,0.977,Happy,0.8929,Jawa Barat
tiktok,nmtreal96,MenenangkanHati,uses_hashtag,https://www.tiktok.com/@nmtreal96/video/7528597235727142151,hujanturun suarahujan suasanahujan ketenanganalam nuansadesa damaidipedesaan hujandanalam healingdenganalam menenangkanhati alamindonesia mancing,2025-07-19T01:22:29+00:00,2025-09-19 04:29:32.854629+00:00,Puncak bogor,"Ciloto, Cipanas, Cianjur Regency, West Java, Indonesia",Positive,0.977,Happy,0.8929,Jawa Barat
tiktok,nmtreal96,AlamIndonesia,uses_hashtag,https://www.tiktok.com/@nmtreal96/video/7528597235727142151,hujanturun suarahujan suasanahujan ketenanganalam nuansadesa damaidipedesaan hujandanalam healingdenganalam menenangkanhati alamindonesia mancing,2025-07-19T01:22:29+00:00,2025-09-19 04:29:32.854629+00:00,Puncak bogor,"Ciloto, Cipanas, Cianjur Regency, West Java, Indonesia",Positive,0.977,Happy,0.8929,Jawa Barat
tiktok,nmtreal96,HealingDenganAlam,uses_hashtag,https://www.tiktok.com/@nmtreal96/video/7528597235727142151,hujanturun suarahujan suasanahujan ketenanganalam nuansadesa damaidipedesaan hujandanalam healingdenganalam menenangkanhati alamindonesia mancing,2025-07-19T01:22:29+00:00,2025-09-19 04:29:32.854629+00:00,Puncak bogor,"Ciloto, Cipanas, Cianjur Regency, West Java, Indonesia",Positive,0.977,Happy,0.8929,Jawa Barat
tiktok,nmtreal96,HujanDanAlam,uses_hashtag,https://www.tiktok.com/@nmtreal96/video/7528597235727142151,hujanturun suarahujan suasanahujan ketenanganalam nuansadesa damaidipedesaan hujandanalam healingdenganalam menenangkanhati alamindonesia mancing,2025-07-19T01:22:29+00:00,2025-09-19 04:29:32.854629+00:00,Puncak bogor,"Ciloto, Cipanas, Cianjur Regency, West Java, Indonesia",Positive,0.977,Happy,0.8929,Jawa Barat
tiktok,nmtreal96,DamaiDiPedesaan,uses_hashtag,https://www.tiktok.com/@nmtreal96/video/7528597235727142151,hujanturun suarahujan suasanahujan ketenanganalam nuansadesa damaidipedesaan hujandanalam healingdenganalam menenangkanhati alamindonesia mancing,2025-07-19T01:22:29+00:00,2025-09-19 04:29:32.854629+00:00,Puncak bogor,"Ciloto, Cipanas, Cianjur Regency, West Java, Indonesia",Positive,0.977,Happy,0.8929,Jawa Barat
tiktok,nmtreal96,KetenanganAlam,uses_hashtag,https://www.tiktok.com/@nmtreal96/video/7528597235727142151,hujanturun suarahujan suasanahujan ketenanganalam nuansadesa damaidipedesaan hujandanalam healingdenganalam menenangkanhati alamindonesia mancing,2025-07-19T01:22:29+00:00,2025-09-19 04:29:32.854629+00:00,Puncak bogor,"Ciloto, Cipanas, Cianjur Regency, West Java, Indonesia",Positive,0.977,Happy,0.8929,Jawa Barat
tiktok,nmtreal96,mancing,uses_hashtag,https://www.tiktok.com/@nmtreal96/video/7528597235727142151,hujanturun suarahujan suasanahujan ketenanganalam nuansadesa damaidipedesaan hujandanalam healingdenganalam menenangkanhati alamindonesia mancing,2025-07-19T01:22:29+00:00,2025-09-19 04:29:32.854629+00:00,Puncak bogor,"Ciloto, Cipanas, Cianjur Regency, West Java, Indonesia",Positive,0.977,Happy,0.8929,Jawa Barat
tiktok,nmtreal96,SuasanaHujan,uses_hashtag,https://www.tiktok.com/@nmtreal96/video/7528597235727142151,hujanturun suarahujan suasanahujan ketenanganalam nuansadesa damaidipedesaan hujandanalam healingdenganalam menenangkanhati alamindonesia mancing,2025-07-19T01:22:29+00:00,2025-09-19 04:29:32.854629+00:00,Puncak bogor,"Ciloto, Cipanas, Cianjur Regency, West Java, Indonesia",Positive,0.977,Happy,0.8929,Jawa Barat
tiktok,nmtreal96,SuaraHujan,uses_hashtag,https://www.tiktok.com/@nmtreal96/video/7528597235727142151,hujanturun suarahujan suasanahujan ketenanganalam nuansadesa damaidipedesaan hujandanalam healingdenganalam menenangkanhati alamindonesia mancing,2025-07-19T01:22:29+00:00,2025-09-19 04:29:32.854629+00:00,Puncak bogor,"Ciloto, Cipanas, Cianjur Regency, West Java, Indonesia",Positive,0.977,Happy,0.8929,Jawa Barat
tiktok,nmtreal96,HujanTurun,uses_hashtag,https://www.tiktok.com/@nmtreal96/video/7528597235727142151,hujanturun suarahujan suasanahujan ketenanganalam nuansadesa damaidipedesaan hujandanalam healingdenganalam menenangkanhati alamindonesia mancing,2025-07-19T01:22:29+00:00,2025-09-19 04:29:32.854629+00:00,Puncak bogor,"Ciloto, Cipanas, Cianjur Regency, West Java, Indonesia",Positive,0.977,Happy,0.8929,Jawa Barat
tiktok,nmtreal96,NuansaDesa,uses_hashtag,https://www.tiktok.com/@nmtreal96/video/7528597235727142151,hujanturun suarahujan suasanahujan ketenanganalam nuansadesa damaidipedesaan hujandanalam healingdenganalam menenangkanhati alamindonesia mancing,2025-07-19T01:22:29+00:00,2025-09-19 04:29:32.854629+00:00,Puncak bogor,"Ciloto, Cipanas, Cianjur Regency, West Java, Indonesia",Positive,0.977,Happy,0.8929,Jawa Barat
tiktok,bintangbumiindonesiabbi,aliens,uses_hashtag,https://www.tiktok.com/@bintangbumiindonesiabbi/video/7481834586347965702,makhluk ini spesies baru bintangbumiindonesia creatorsearchinsights longvideos kontenhiburan makhlukaneh spesies mutan alien aliens fyp fyp fypage fyp viral tiktok fypdong foryou lewatberanda lewatberandafyp xyzabc,2025-03-15T00:59:27+00:00,2025-09-19 04:29:31.845351+00:00,,,Neutral,0.8475,Stress,0.9815,unknown
tiktok,bintangbumiindonesiabbi,longvideos,uses_hashtag,https://www.tiktok.com/@bintangbumiindonesiabbi/video/7481834586347965702,makhluk ini spesies baru bintangbumiindonesia creatorsearchinsights longvideos kontenhiburan makhlukaneh spesies mutan alien aliens fyp fyp fypage fyp viral tiktok fypdong foryou lewatberanda lewatberandafyp xyzabc,2025-03-15T00:59:27+00:00,2025-09-19 04:29:31.845351+00:00,,,Neutral,0.8475,Stress,0.9815,unknown
tiktok,bintangbumiindonesiabbi,anda,mentions_org,https://www.tiktok.com/@bintangbumiindonesiabbi/video/7481834586347965702,makhluk ini spesies baru bintangbumiindonesia creatorsearchinsights longvideos kontenhiburan makhlukaneh spesies mutan alien aliens fyp fyp fypage fyp viral tiktok fypdong foryou lewatberanda lewatberandafyp xyzabc,2025-03-15T00:59:27+00:00,2025-09-19 04:29:31.845351+00:00,,,Neutral,0.8475,Stress,0.9815,unknown
tiktok,bintangbumiindonesiabbi,fypdong,uses_hashtag,https://www.tiktok.com/@bintangbumiindonesiabbi/video/7481834586347965702,makhluk ini spesies baru bintangbumiindonesia creatorsearchinsights longvideos kontenhiburan makhlukaneh spesies mutan alien aliens fyp fyp fypage fyp viral tiktok fypdong foryou lewatberanda lewatberandafyp xyzabc,2025-03-15T00:59:27+00:00,2025-09-19 04:29:31.845351+00:00,,,Neutral,0.8475,Stress,0.9815,unknown
tiktok,bintangbumiindonesiabbi,f,mentions_org,https://www.tiktok.com/@bintangbumiindonesiabbi/video/7481834586347965702,makhluk ini spesies baru bintangbumiindonesia creatorsearchinsights longvideos kontenhiburan makhlukaneh spesies mutan alien aliens fyp fyp fypage fyp viral tiktok fypdong foryou lewatberanda lewatberandafyp xyzabc,2025-03-15T00:59:27+00:00,2025-09-19 04:29:31.845351+00:00,,,Neutral,0.8475,Stress,0.9815,unknown
tiktok,bintangbumiindonesiabbi,xyzabc,uses_hashtag,https://www.tiktok.com/@bintangbumiindonesiabbi/video/7481834586347965702,makhluk ini spesies baru bintangbumiindonesia creatorsearchinsights longvideos kontenhiburan makhlukaneh spesies mutan alien aliens fyp fyp fypage fyp viral tiktok fypdong foryou lewatberanda lewatberandafyp xyzabc,2025-03-15T00:59:27+00:00,2025-09-19 04:29:31.845351+00:00,,,Neutral,0.8475,Stress,0.9815,unknown
tiktok,bintangbumiindonesiabbi,ator,mentions_org,https://www.tiktok.com/@bintangbumiindonesiabbi/video/7481834586347965702,makhluk ini spesies baru bintangbumiindonesia creatorsearchinsights longvideos kontenhiburan makhlukaneh spesies mutan alien aliens fyp fyp fypage fyp viral tiktok fypdong foryou lewatberanda lewatberandafyp xyzabc,2025-03-15T00:59:27+00:00,2025-09-19 04:29:31.845351+00:00,,,Neutral,0.8475,Stress,0.9815,unknown
tiktok,bintangbumiindonesiabbi,lewatberandafyp,uses_hashtag,https://www.tiktok.com/@bintangbumiindonesiabbi/video/7481834586347965702,makhluk ini spesies baru bintangbumiindonesia creatorsearchinsights longvideos kontenhiburan makhlukaneh spesies mutan alien aliens fyp fyp fypage fyp viral tiktok fypdong foryou lewatberanda lewatberandafyp xyzabc,2025-03-15T00:59:27+00:00,2025-09-19 04:29:31.845351+00:00,,,Neutral,0.8475,Stress,0.9815,unknown
tiktok,bintangbumiindonesiabbi,foryou,uses_hashtag,https://www.tiktok.com/@bintangbumiindonesiabbi/video/7481834586347965702,makhluk ini spesies baru bintangbumiindonesia creatorsearchinsights longvideos kontenhiburan makhlukaneh spesies mutan alien aliens fyp fyp fypage fyp viral tiktok fypdong foryou lewatberanda lewatberandafyp xyzabc,2025-03-15T00:59:27+00:00,2025-09-19 04:29:31.845351+00:00,,,Neutral,0.8475,Stress,0.9815,unknown
tiktok,bintangbumiindonesiabbi,fypシ,uses_hashtag,https://www.tiktok.com/@bintangbumiindonesiabbi/video/7481834586347965702,makhluk ini spesies baru bintangbumiindonesia creatorsearchinsights longvideos kontenhiburan makhlukaneh spesies mutan alien aliens fyp fyp fypage fyp viral tiktok fypdong foryou lewatberanda lewatberandafyp xyzabc,2025-03-15T00:59:27+00:00,2025-09-19 04:29:31.845351+00:00,,,Neutral,0.8475,Stress,0.9815,unknown
tiktok,bintangbumiindonesiabbi,bintangbumiindonesia,mentions_org,https://www.tiktok.com/@bintangbumiindonesiabbi/video/7481834586347965702,makhluk ini spesies baru bintangbumiindonesia creatorsearchinsights longvideos kontenhiburan makhlukaneh spesies mutan alien aliens fyp fyp fypage fyp viral tiktok fypdong foryou lewatberanda lewatberandafyp xyzabc,2025-03-15T00:59:27+00:00,2025-09-19 04:29:31.845351+00:00,,,Neutral,0.8475,Stress,0.9815,unknown
tiktok,bintangbumiindonesiabbi,makhlukaneh,uses_hashtag,https://www.tiktok.com/@bintangbumiindonesiabbi/video/7481834586347965702,makhluk ini spesies baru bintangbumiindonesia creatorsearchinsights longvideos kontenhiburan makhlukaneh spesies mutan alien aliens fyp fyp fypage fyp viral tiktok fypdong foryou lewatberanda lewatberandafyp xyzabc,2025-03-15T00:59:27+00:00,2025-09-19 04:29:31.845351+00:00,,,Neutral,0.8475,Stress,0.9815,unknown
tiktok,bintangbumiindonesiabbi,alien,uses_hashtag,https://www.tiktok.com/@bintangbumiindonesiabbi/video/7481834586347965702,makhluk ini spesies baru bintangbumiindonesia creatorsearchinsights longvideos kontenhiburan makhlukaneh spesies mutan alien aliens fyp fyp fypage fyp viral tiktok fypdong foryou lewatberanda lewatberandafyp xyzabc,2025-03-15T00:59:27+00:00,2025-09-19 04:29:31.845351+00:00,,,Neutral,0.8475,Stress,0.9815,unknown
tiktok,bintangbumiindonesiabbi,spesies,uses_hashtag,https://www.tiktok.com/@bintangbumiindonesiabbi/video/7481834586347965702,makhluk ini spesies baru bintangbumiindonesia creatorsearchinsights longvideos kontenhiburan makhlukaneh spesies mutan alien aliens fyp fyp fypage fyp viral tiktok fypdong foryou lewatberanda lewatberandafyp xyzabc,2025-03-15T00:59:27+00:00,2025-09-19 04:29:31.845351+00:00,,,Neutral,0.8475,Stress,0.9815,unknown
tiktok,bintangbumiindonesiabbi,lewatberanda,uses_hashtag,https://www.tiktok.com/@bintangbumiindonesiabbi/video/7481834586347965702,makhluk ini spesies baru bintangbumiindonesia creatorsearchinsights longvideos kontenhiburan makhlukaneh spesies mutan alien aliens fyp fyp fypage fyp viral tiktok fypdong foryou lewatberanda lewatberandafyp xyzabc,2025-03-15T00:59:27+00:00,2025-09-19 04:29:31.845351+00:00,,,Neutral,0.8475,Stress,0.9815,unknown
tiktok,bintangbumiindonesiabbi,tiktok,mentions_org,https://www.tiktok.com/@bintangbumiindonesiabbi/video/7481834586347965702,makhluk ini spesies baru bintangbumiindonesia creatorsearchinsights longvideos kontenhiburan makhlukaneh spesies mutan alien aliens fyp fyp fypage fyp viral tiktok fypdong foryou lewatberanda lewatberandafyp xyzabc,2025-03-15T00:59:27+00:00,2025-09-19 04:29:31.845351+00:00,,,Neutral,0.8475,Stress,0.9815,unknown
tiktok,bintangbumiindonesiabbi,mutan,uses_hashtag,https://www.tiktok.com/@bintangbumiindonesiabbi/video/7481834586347965702,makhluk ini spesies baru bintangbumiindonesia creatorsearchinsights longvideos kontenhiburan makhlukaneh spesies mutan alien aliens fyp fyp fypage fyp viral tiktok fypdong foryou lewatberanda lewatberandafyp xyzabc,2025-03-15T00:59:27+00:00,2025-09-19 04:29:31.845351+00:00,,,Neutral,0.8475,Stress,0.9815,unknown
tiktok,bintangbumiindonesiabbi,bintangbumiindonesia,uses_hashtag,https://www.tiktok.com/@bintangbumiindonesiabbi/video/7481834586347965702,makhluk ini spesies baru bintangbumiindonesia creatorsearchinsights longvideos kontenhiburan makhlukaneh spesies mutan alien aliens fyp fyp fypage fyp viral tiktok fypdong foryou lewatberanda lewatberandafyp xyzabc,2025-03-15T00:59:27+00:00,2025-09-19 04:29:31.845351+00:00,,,Neutral,0.8475,Stress,0.9815,unknown
tiktok,bintangbumiindonesiabbi,creatorsearchinsights,uses_hashtag,https://www.tiktok.com/@bintangbumiindonesiabbi/video/7481834586347965702,makhluk ini spesies baru bintangbumiindonesia creatorsearchinsights longvideos kontenhiburan makhlukaneh spesies mutan alien aliens fyp fyp fypage fyp viral tiktok fypdong foryou lewatberanda lewatberandafyp xyzabc,2025-03-15T00:59:27+00:00,2025-09-19 04:29:31.845351+00:00,,,Neutral,0.8475,Stress,0.9815,unknown
tiktok,bintangbumiindonesiabbi,fyp xy,mentions_org,https://www.tiktok.com/@bintangbumiindonesiabbi/video/7481834586347965702,makhluk ini spesies baru bintangbumiindonesia creatorsearchinsights longvideos kontenhiburan makhlukaneh spesies mutan alien aliens fyp fyp fypage fyp viral tiktok fypdong foryou lewatberanda lewatberandafyp xyzabc,2025-03-15T00:59:27+00:00,2025-09-19 04:29:31.845351+00:00,,,Neutral,0.8475,Stress,0.9815,unknown
tiktok,bintangbumiindonesiabbi,fyp,uses_hashtag,https://www.tiktok.com/@bintangbumiindonesiabbi/video/7481834586347965702,makhluk ini spesies baru bintangbumiindonesia creatorsearchinsights longvideos kontenhiburan makhlukaneh spesies mutan alien aliens fyp fyp fypage fyp viral tiktok fypdong foryou lewatberanda lewatberandafyp xyzabc,2025-03-15T00:59:27+00:00,2025-09-19 04:29:31.845351+00:00,,,Neutral,0.8475,Stress,0.9815,unknown
tiktok,bintangbumiindonesiabbi,kontenhiburan,uses_hashtag,https://www.tiktok.com/@bintangbumiindonesiabbi/video/7481834586347965702,makhluk ini spesies baru bintangbumiindonesia creatorsearchinsights longvideos kontenhiburan makhlukaneh spesies mutan alien aliens fyp fyp fypage fyp viral tiktok fypdong foryou lewatberanda lewatberandafyp xyzabc,2025-03-15T00:59:27+00:00,2025-09-19 04:29:31.845351+00:00,,,Neutral,0.8475,Stress,0.9815,unknown
tiktok,bintangbumiindonesiabbi,fypage,uses_hashtag,https://www.tiktok.com/@bintangbumiindonesiabbi/video/7481834586347965702,makhluk ini spesies baru bintangbumiindonesia creatorsearchinsights longvideos kontenhiburan makhlukaneh spesies mutan alien aliens fyp fyp fypage fyp viral tiktok fypdong foryou lewatberanda lewatberandafyp xyzabc,2025-03-15T00:59:27+00:00,2025-09-19 04:29:31.845351+00:00,,,Neutral,0.8475,Stress,0.9815,unknown
tiktok,ranovvvvvv,indonesia,uses_hashtag,https://www.tiktok.com/@ranovvvvvv/video/7546950458338856198,suara lewat karya tonton abis jangan pernah diam lawan ketidakadilan suara lewat apa jangan biar habis makan tikus makeup tikus inspired by cakep abiss demo ripdemokrasi indonesia indonesiapusaka ibupertiwi,2025-09-06T12:22:18+00:00,2025-09-19 04:29:30.838642+00:00,,,Negative,0.462,Stress,0.9907,unknown
tiktok,ranovvvvvv,indonesiapusaka,uses_hashtag,https://www.tiktok.com/@ranovvvvvv/video/7546950458338856198,suara lewat karya tonton abis jangan pernah diam lawan ketidakadilan suara lewat apa jangan biar habis makan tikus makeup tikus inspired by cakep abiss demo ripdemokrasi indonesia indonesiapusaka ibupertiwi,2025-09-06T12:22:18+00:00,2025-09-19 04:29:30.838642+00:00,,,Negative,0.462,Stress,0.9907,unknown
tiktok,ranovvvvvv,aka,mentions_per,https://www.tiktok.com/@ranovvvvvv/video/7546950458338856198,suara lewat karya tonton abis jangan pernah diam lawan ketidakadilan suara lewat apa jangan biar habis makan tikus makeup tikus inspired by cakep abiss demo ripdemokrasi indonesia indonesiapusaka ibupertiwi,2025-09-06T12:22:18+00:00,2025-09-19 04:29:30.838642+00:00,,,Negative,0.462,Stress,0.9907,unknown
tiktok,ranovvvvvv,indonesia indonesia,mentions_org,https://www.tiktok.com/@ranovvvvvv/video/7546950458338856198,suara lewat karya tonton abis jangan pernah diam lawan ketidakadilan suara lewat apa jangan biar habis makan tikus makeup tikus inspired by cakep abiss demo ripdemokrasi indonesia indonesiapusaka ibupertiwi,2025-09-06T12:22:18+00:00,2025-09-19 04:29:30.838642+00:00,,,Negative,0.462,Stress,0.9907,unknown
tiktok,ranovvvvvv,ibupertiwi,uses_hashtag,https://www.tiktok.com/@ranovvvvvv/video/7546950458338856198,suara lewat karya tonton abis jangan pernah diam lawan ketidakadilan suara lewat apa jangan biar habis makan tikus makeup tikus inspired by cakep abiss demo ripdemokrasi indonesia indonesiapusaka ibupertiwi,2025-09-06T12:22:18+00:00,2025-09-19 04:29:30.838642+00:00,,,Negative,0.462,Stress,0.9907,unknown
tiktok,ranovvvvvv,ibupertiwi,mentions_per,https://www.tiktok.com/@ranovvvvvv/video/7546950458338856198,suara lewat karya tonton abis jangan pernah diam lawan ketidakadilan suara lewat apa jangan biar habis makan tikus makeup tikus inspired by cakep abiss demo ripdemokrasi indonesia indonesiapusaka ibupertiwi,2025-09-06T12:22:18+00:00,2025-09-19 04:29:30.838642+00:00,,,Negative,0.462,Stress,0.9907,unknown
tiktok,ranovvvvvv,ripdemokrasi,uses_hashtag,https://www.tiktok.com/@ranovvvvvv/video/7546950458338856198,suara lewat karya tonton abis jangan pernah diam lawan ketidakadilan suara lewat apa jangan biar habis makan tikus makeup tikus inspired by cakep abiss demo ripdemokrasi indonesia indonesiapusaka ibupertiwi,2025-09-06T12:22:18+00:00,2025-09-19 04:29:30.838642+00:00,,,Negative,0.462,Stress,0.9907,unknown
tiktok,ranovvvvvv,ulynovitaa,mentions,https://www.tiktok.com/@ranovvvvvv/video/7546950458338856198,suara lewat karya tonton abis jangan pernah diam lawan ketidakadilan suara lewat apa jangan biar habis makan tikus makeup tikus inspired by cakep abiss demo ripdemokrasi indonesia indonesiapusaka ibupertiwi,2025-09-06T12:22:18+00:00,2025-09-19 04:29:30.838642+00:00,,,Negative,0.462,Stress,0.9907,unknown
tiktok,ranovvvvvv,demo,uses_hashtag,https://www.tiktok.com/@ranovvvvvv/video/7546950458338856198,suara lewat karya tonton abis jangan pernah diam lawan ketidakadilan suara lewat apa jangan biar habis makan tikus makeup tikus inspired by cakep abiss demo ripdemokrasi indonesia indonesiapusaka ibupertiwi,2025-09-06T12:22:18+00:00,2025-09-19 04:29:30.838642+00:00,,,Negative,0.462,Stress,0.9907,unknown
tiktok,ranovvvvvv,tonton abis,mentions_per,https://www.tiktok.com/@ranovvvvvv/video/7546950458338856198,suara lewat karya tonton abis jangan pernah diam lawan ketidakadilan suara lewat apa jangan biar habis makan tikus makeup tikus inspired by cakep abiss demo ripdemokrasi indonesia indonesiapusaka ibupertiwi,2025-09-06T12:22:18+00:00,2025-09-19 04:29:30.838642+00:00,,,Negative,0.462,Stress,0.9907,unknown
tiktok,ranovvvvvv,abiss demo,mentions_org,https://www.tiktok.com/@ranovvvvvv/video/7546950458338856198,suara lewat karya tonton abis jangan pernah diam lawan ketidakadilan suara lewat apa jangan biar habis makan tikus makeup tikus inspired by cakep abiss demo ripdemokrasi indonesia indonesiapusaka ibupertiwi,2025-09-06T12:22:18+00:00,2025-09-19 04:29:30.838642+00:00,,,Negative,0.462,Stress,0.9907,unknown
tiktok,ranovvvvvv,cakep,mentions_per,https://www.tiktok.com/@ranovvvvvv/video/7546950458338856198,suara lewat karya tonton abis jangan pernah diam lawan ketidakadilan suara lewat apa jangan biar habis makan tikus makeup tikus inspired by cakep abiss demo ripdemokrasi indonesia indonesiapusaka ibupertiwi,2025-09-06T12:22:18+00:00,2025-09-19 04:29:30.838642+00:00,,,Negative,0.462,Stress,0.9907,unknown
tiktok,ghanzz.editz,indonesia,uses_hashtag,https://www.tiktok.com/@ghanzz.editz/video/7513170675247451410,indonesia nama resmi republik indonesia a buah negara pulau asia tenggara lintas garis khatulistiwa ada darat benua asia oseania kenal negara lintas benua antara samudra pasifik samudra hindia indonesia rupa negara luas sekaligus negara pulau besar dunia luas wilayah besar km negara pulau banyak dunia jumlah pulau nama alternatif pakai pulau indonesia sebut nusantara itu indonesia jadi negara duduk banyak dunia duduk capai jiwa tahun indonesia negara multirasial multietnis multikulturalisme dunia hal amerika serikat indonesia batas jumlah negara asia tenggara oseania indonesia batas wilayah darat malaysia pulau kalimantan batik papua nugini pulau papua timor leste pulau timor negara hanya batas laut indonesia singapura filipina australia thailand vietnam palau wilayah satu pulau andam nikobar india indonesia negara satu bentuk perintah republik dasar konstitusi sah undang undang dasar negara republik indonesia tahun uud dasar uud dewan wakil rakyat dpr dewan wakil daerah dpd presiden calon lalu pilih pilih umum ibu kota indonesia jakarta tanggal januari perintah indonesia tetap ibu kota nusantara ada pulau kalimantan tempat wilayah kabupaten najam paser utara ganti jakarta ibu kota baru hingga tahun proses alih ibu kota langsung indonesia diri bagai suku bangsa bahasa agama dasar rumpun bangsa indonesia diri atas bangsa asli pribumi austronesia melanesia mana bangsa austronesia besar jumlah lebih banyak ami indonesia bagi barat suku jawa sunda bentuk kelompok suku bangsa besar persentase capai seluruh duduk indonesia semboyan nasional indonesia bhinneka tunggal ika beda beda tetap satu makna agam sosial budaya bentuk satu satu negara milik duduk padat wilayah luas indonesia milik alam dukung tingkat keanekaragaman hayati besar dunia indonesia rupa negara pulau besar dunia ada asia tenggara letak di antara benua asia benua australia oseania di antara samudra hindia samudra pasifik negara ini milik pulau sebar di sekitar khatulistiwa banyak pulau baku nama sekitar pulau hun pulau pulau besar di indonesia sumatra jawa kalimantan bagi malaysia brunei darussalam sulawesi papua bagi papua nugini indonesia rupa negara satu jalan perintah republik presidensial multipartai demokratis konstitusi indonesia undang undang dasar negara republik indonesia tahun uud era reformasi alami empat kali amendemen bawa ubah besar kuasa legislatif eksekutif yudikatif salah satu ubah utama delegasi kuasa wewenang bagai entitas regional tetap jadi negara satu sistem ekonomi indonesia awal dukung dengan luncur oeang repoeblik indonesia ori pada tanggal oktober jadi mata uang pertama republik indonesia lanjut ganti jadi rupiah sumber wikipedia indonesia republicofindonesia republikindonesia jakarta,2025-06-07T11:39:28+00:00,2025-09-19 04:29:29.838459+00:00,,,Neutral,0.7257,Stress,0.8546,unknown
tiktok,ghanzz.editz,republicofindonesia,uses_hashtag,https://www.tiktok.com/@ghanzz.editz/video/7513170675247451410,indonesia nama resmi republik indonesia a buah negara pulau asia tenggara lintas garis khatulistiwa ada darat benua asia oseania kenal negara lintas benua antara samudra pasifik samudra hindia indonesia rupa negara luas sekaligus negara pulau besar dunia luas wilayah besar km negara pulau banyak dunia jumlah pulau nama alternatif pakai pulau indonesia sebut nusantara itu indonesia jadi negara duduk banyak dunia duduk capai jiwa tahun indonesia negara multirasial multietnis multikulturalisme dunia hal amerika serikat indonesia batas jumlah negara asia tenggara oseania indonesia batas wilayah darat malaysia pulau kalimantan batik papua nugini pulau papua timor leste pulau timor negara hanya batas laut indonesia singapura filipina australia thailand vietnam palau wilayah satu pulau andam nikobar india indonesia negara satu bentuk perintah republik dasar konstitusi sah undang undang dasar negara republik indonesia tahun uud dasar uud dewan wakil rakyat dpr dewan wakil daerah dpd presiden calon lalu pilih pilih umum ibu kota indonesia jakarta tanggal januari perintah indonesia tetap ibu kota nusantara ada pulau kalimantan tempat wilayah kabupaten najam paser utara ganti jakarta ibu kota baru hingga tahun proses alih ibu kota langsung indonesia diri bagai suku bangsa bahasa agama dasar rumpun bangsa indonesia diri atas bangsa asli pribumi austronesia melanesia mana bangsa austronesia besar jumlah lebih banyak ami indonesia bagi barat suku jawa sunda bentuk kelompok suku bangsa besar persentase capai seluruh duduk indonesia semboyan nasional indonesia bhinneka tunggal ika beda beda tetap satu makna agam sosial budaya bentuk satu satu negara milik duduk padat wilayah luas indonesia milik alam dukung tingkat keanekaragaman hayati besar dunia indonesia rupa negara pulau besar dunia ada asia tenggara letak di antara benua asia benua australia oseania di antara samudra hindia samudra pasifik negara ini milik pulau sebar di sekitar khatulistiwa banyak pulau baku nama sekitar pulau hun pulau pulau besar di indonesia sumatra jawa kalimantan bagi malaysia brunei darussalam sulawesi papua bagi papua nugini indonesia rupa negara satu jalan perintah republik presidensial multipartai demokratis konstitusi indonesia undang undang dasar negara republik indonesia tahun uud era reformasi alami empat kali amendemen bawa ubah besar kuasa legislatif eksekutif yudikatif salah satu ubah utama delegasi kuasa wewenang bagai entitas regional tetap jadi negara satu sistem ekonomi indonesia awal dukung dengan luncur oeang repoeblik indonesia ori pada tanggal oktober jadi mata uang pertama republik indonesia lanjut ganti jadi rupiah sumber wikipedia indonesia republicofindonesia republikindonesia jakarta,2025-06-07T11:39:28+00:00,2025-09-19 04:29:29.838459+00:00,,,Neutral,0.7257,Stress,0.8546,unknown
